Run	Fitness1	Solution1	Fitness2	Solution2
1	3.3310425210362369e-13	[-8.622342253002791e-08,4.370166692640002e-07,-3.6699619111951486e-07]	1.0729612716766056e-12	[2.40449486963378e-07,-7.550366578096282e-07,6.67131891951899e-07]
1	1.0729612716766056e-12	[2.40449486963378e-07,-7.550366578096282e-07,6.67131891951899e-07]	4.9200690504596225e-13	[-3.1897981575454895e-07,-5.756829183407764e-07,2.425859841742782e-07]
1	4.9200690504596225e-13	[-3.1897981575454895e-07,-5.756829183407764e-07,2.425859841742782e-07]	1.9065129017130763e-12	[4.6952951512914715e-07,1.298477741102664e-06,-3.2391351604057064e-09]
1	1.9065129017130763e-12	[4.6952951512914715e-07,1.298477741102664e-06,-3.2391351604057064e-09]	9.8010666155369492e-13	[4.615490559893365e-07,-5.26743947826621e-07,6.997284786951816e-07]
1	9.8010666155369492e-13	[4.615490559893365e-07,-5.26743947826621e-07,6.997284786951816e-07]	1.2379684595678129e-12	[1.0891550696034632e-06,2.0713975332839996e-07,-9.38233260758631e-08]
1	1.2379684595678129e-12	[1.0891550696034632e-06,2.0713975332839996e-07,-9.38233260758631e-08]	8.1541231306678258e-13	[-3.36268113748117e-07,-7.419850329706614e-08,-8.347638293862171e-07]
1	8.1541231306678258e-13	[-3.36268113748117e-07,-7.419850329706614e-08,-8.347638293862171e-07]	1.8164479471747481e-12	[1.2601872807164002e-06,4.142684424551418e-07,-2.3823858268790885e-07]
1	1.8164479471747481e-12	[1.2601872807164002e-06,4.142684424551418e-07,-2.3823858268790885e-07]	1.1207592943794281e-12	[-5.365585750148605e-07,8.914603694950309e-07,-1.9535250082154898e-07]
1	1.1207592943794281e-12	[-5.365585750148605e-07,8.914603694950309e-07,-1.9535250082154898e-07]	1.7928842496456250e-12	[-4.241648267537621e-07,-1.1554417557857725e-06,-5.271838373634639e-07]
1	1.7928842496456250e-12	[-4.241648267537621e-07,-1.1554417557857725e-06,-5.271838373634639e-07]	9.3791887585004447e-14	[-1.0282068688283932e-07,1.275237780530462e-07,-2.5876143446236917e-07]
1	9.3791887585004447e-14	[-1.0282068688283932e-07,1.275237780530462e-07,-2.5876143446236917e-07]	1.3243145582768442e-12	[-9.730966251525477e-07,4.1443646130439974e-07,4.534753972764708e-07]
1	1.3243145582768442e-12	[-9.730966251525477e-07,4.1443646130439974e-07,4.534753972764708e-07]	1.4112764499066679e-12	[-7.616798454414039e-07,7.572018730056097e-07,-5.077062009389126e-07]
1	1.4112764499066679e-12	[-7.616798454414039e-07,7.572018730056097e-07,-5.077062009389126e-07]	2.2684026351162515e-12	[3.670887181674756e-07,1.4606720162170577e-06,-9.261163577379745e-09]
1	2.2684026351162515e-12	[3.670887181674756e-07,1.4606720162170577e-06,-9.261163577379745e-09]	9.5262456717301494e-13	[4.618275378450926e-07,3.99808645004746e-07,7.612443364915259e-07]
1	9.5262456717301494e-13	[4.618275378450926e-07,3.99808645004746e-07,7.612443364915259e-07]	2.7023304851750014e-12	[9.068149935306615e-07,1.339388861078756e-06,-2.9335052667609203e-07]
1	2.7023304851750014e-12	[9.068149935306615e-07,1.339388861078756e-06,-2.9335052667609203e-07]	1.3238845241626220e-12	[-3.891552922849351e-07,1.0801590662333497e-06,7.549221339414172e-08]
1	1.3238845241626220e-12	[-3.891552922849351e-07,1.0801590662333497e-06,7.549221339414172e-08]	2.8062182180152335e-12	[-4.2727890589662566e-07,1.5333933438608045e-06,5.218771958942036e-07]
1	2.8062182180152335e-12	[-4.2727890589662566e-07,1.5333933438608045e-06,5.218771958942036e-07]	8.8189594670828897e-13	[9.192763758347745e-07,-6.361868498411557e-08,1.8105124816267736e-07]
1	8.8189594670828897e-13	[9.192763758347745e-07,-6.361868498411557e-08,1.8105124816267736e-07]	4.4139590909154214e-13	[1.3040747124246292e-07,-1.0725610518758521e-07,6.425620035729455e-07]
1	4.4139590909154214e-13	[1.3040747124246292e-07,-1.0725610518758521e-07,6.425620035729455e-07]	4.3036000925722390e-13	[3.0571372481904286e-07,-5.172384612320733e-07,-2.6336951595954946e-07]
2	3.4743939530832334e-11	[4.506998532913891e-06,2.5717296956664135e-06,-2.795909534940625e-06]	2.4009065424055592e-12	[1.018074036950013e-06,-1.1566916158298467e-06,-1.627768520484445e-07]
2	2.4009065424055592e-12	[1.018074036950013e-06,-1.1566916158298467e-06,-1.627768520484445e-07]	4.6269531024152866e-11	[6.455053718153049e-06,1.697279330258321e-06,-1.3118900087237626e-06]
2	4.6269531024152866e-11	[6.455053718153049e-06,1.697279330258321e-06,-1.3118900087237626e-06]	2.5315596206142472e-11	[3.144160223535116e-06,-3.900438840689552e-06,4.652198887863921e-07]
2	2.5315596206142472e-11	[3.144160223535116e-06,-3.900438840689552e-06,4.652198887863921e-07]	8.7384423073233654e-12	[1.1978872298524533e-06,-1.8793609476845835e-06,-1.9420378266650437e-06]
2	8.7384423073233654e-12	[1.1978872298524533e-06,-1.8793609476845835e-06,-1.9420378266650437e-06]	6.2866438038882004e-13	[7.618754261190974e-07,-3.269455538491418e-08,2.1712043089687935e-07]
2	6.2866438038882004e-13	[7.618754261190974e-07,-3.269455538491418e-08,2.1712043089687935e-07]	5.1728912285946500e-12	[5.681836973287084e-07,6.908744758996889e-07,-2.0911123769981514e-06]
2	5.1728912285946500e-12	[5.681836973287084e-07,6.908744758996889e-07,-2.0911123769981514e-06]	4.1315809870950117e-12	[9.157070011131035e-07,1.6791179393720667e-06,6.882039093803249e-07]
2	4.1315809870950117e-12	[9.157070011131035e-07,1.6791179393720667e-06,6.882039093803249e-07]	1.7732653368028154e-11	[3.3412381664672586e-07,-1.9381647832041224e-06,3.72351069775889e-06]
2	1.7732653368028154e-11	[3.3412381664672586e-07,-1.9381647832041224e-06,3.72351069775889e-06]	1.2287938789368711e-11	[1.5167472646987138e-07,-7.779405013091705e-07,-3.414636458415718e-06]
2	1.2287938789368711e-11	[1.5167472646987138e-07,-7.779405013091705e-07,-3.414636458415718e-06]	6.2458758131472660e-12	[7.801227909598313e-07,2.185616261271289e-06,-9.275590561461966e-07]
2	6.2458758131472660e-12	[7.801227909598313e-07,2.185616261271289e-06,-9.275590561461966e-07]	4.0936659838187795e-11	[-3.2244031133329608e-06,-1.3163879374393848e-06,5.3672159635215525e-06]
