Run	Fitness1	Solution1	Fitness2	Solution2
1	1.0838151748038214e+00	[53.72589984016853,47.57596848492036,57.82326110335386]	1.3995336199785742e+00	[57.41560424139961,50.79642358662749,45.526751214122704]
1	1.3995336199785742e+00	[57.41560424139961,50.79642358662749,45.526751214122704]	4.1401825406438126e+00	[37.82746435776196,51.87828695155669,48.342599324419844]
1	4.1401825406438126e+00	[37.82746435776196,51.87828695155669,48.342599324419844]	3.1922549083563192e+00	[47.21927965924129,43.28538608661725,60.16493887559297]
1	3.1922549083563192e+00	[47.21927965924129,43.28538608661725,60.16493887559297]	4.4737330028301807e+00	[59.086807713011126,61.92561087675134,61.15943483414089]
1	4.4737330028301807e+00	[59.086807713011126,61.92561087675134,61.15943483414089]	6.4915998495686953e+00	[65.35777605129071,54.8995368293221,64.2630467568846]
1	6.4915998495686953e+00	[65.35777605129071,54.8995368293221,64.2630467568846]	4.5744630193071751e+00	[44.66257814961934,62.059445817971266,42.944131028493956]
1	4.5744630193071751e+00	[44.66257814961934,62.059445817971266,42.944131028493956]	1.8161579504639075e+01	[68.35522934979048,59.963412410589996,27.30002661828739]
1	1.8161579504639075e+01	[68.35522934979048,59.963412410589996,27.30002661828739]	9.8158089689440065e-01	[56.69595404601968,52.521963087556436,46.637252847774924]
1	9.8158089689440065e-01	[56.69595404601968,52.521963087556436,46.637252847774924]	7.5923270749809335e+00	[63.36224303893137,53.1455071452603,35.78220887728708]
1	7.5923270749809335e+00	[63.36224303893137,53.1455071452603,35.78220887728708]	4.7950335079674895e+00	[54.62162428444022,64.1696148108412,42.31605543122837]
1	4.7950335079674895e+00	[54.62162428444022,64.1696148108412,42.31605543122837]	2.5090722168264755e+01	[69.8940127425644,24.937601376101288,36.29193264221942]
1	2.5090722168264755e+01	[69.8940127425644,24.937601376101288,36.29193264221942]	5.4698785525107381e+00	[62.33417133124575,55.6105635751588,64.82262240877671]
1	5.4698785525107381e+00	[62.33417133124575,55.6105635751588,64.82262240877671]	7.9625781684809063e+00	[53.69797624669722,45.329087134606276,32.902514316531985]
1	7.9625781684809063e+00	[53.69797624669722,45.329087134606276,32.902514316531985]	3.5815189141651222e+00	[57.59817008111124,43.9034136927264,61.43626305004142]
1	3.5815189141651222e+00	[57.59817008111124,43.9034136927264,61.43626305004142]	6.1649738007529651e+00	[48.59583424068617,61.752575515219576,37.416502517432384]
